302.8,311.6,0.7
313.9,287.6,5.4
295.0,310.6,4.5
281.2,300.3,5.1
281.6,291.5,1.6
306.1,294.0,1.3
292.9,302.2,4.4
300.3,287.3,4.8
298.3,304.2,0.4
285.7,287.5,1.5
295.8,283.5,3.7
297.7,289.7,5.9
294.0,294.7,2.0
267.9,281.8,3.9
312.4,279.8,5.7
299.3,286.9,1.6
285.7,298.4,5.0
309.0,294.2,4.2
309.5,294.9,5.9
319.4,296.1,1.0
287.2,284.1,6.0
298.8,300.0,5.2
279.4,308.9,6.2
321.1,309.0,4.6
285.8,318.7,0.4
293.3,299.7,1.3
319.7,300.7,5.2
287.8,285.9,2.5
297.2,311.6,1.5
308.1,325.0,1.9
301.7,295.7,4.0
305.4,325.7,0.2
303.0,281.7,6.0
309.8,287.2,1.3
285.0,284.8,2.2
333.3,297.4,3.2
308.9,323.9,5.0
294.8,279.2,4.5
300.7,288.2,2.6
318.5,299.9,5.3
295.2,302.1,6.0
289.4,310.2,0.5
287.8,288.2,5.3
320.1,274.4,3.2
294.0,296.0,5.5
295.6,270.6,1.1
287.1,316.0,1.6
305.9,295.8,5.8
282.9,312.9,1.4
279.6,303.5,1.7
285.9,305.0,5.5
311.2,292.5,1.0
281.1,316.3,1.2
296.7,276.0,2.3
301.4,291.2,2.1
290.3,313.8,1.7
285.0,314.8,2.3
310.4,281.1,0.3
290.0,317.6,5.3
298.6,300.9,1.2
308.8,268.0,3.8
304.1,290.4,1.3
298.5,293.4,1.7
311.9,305.4,3.5
276.4,275.0,1.6
311.7,306.1,2.6
293.9,303.1,4.3
306.4,304.9,4.2
295.5,275.9,2.6
304.6,285.6,2.9
287.9,315.0,5.3
316.8,308.4,2.8
299.8,292.5,3.2
301.4,307.9,2.1
296.6,302.4,1.6
303.6,294.1,5.2
296.7,300.7,4.1
306.3,312.1,1.3
294.0,297.7,3.1
313.9,314.1,2.3
312.7,303.8,1.6
292.6,277.2,1.7
299.8,282.4,0.1
309.7,272.2,5.0
294.2,313.8,5.3
314.0,304.3,3.3
301.0,291.2,1.5
301.4,330.3,5.3
334.2,286.8,3.3
280.1,293.7,5.0
329.7,295.9,3.6
300.4,302.8,0.6
313.5,311.3,2.0
306.7,288.6,3.4
302.5,265.7,4.7
299.4,306.6,4.5
289.9,301.9,3.1
287.8,295.1,4.5
307.0,316.0,1.6
299.7,298.3,3.3
295.2,301.7,5.0
279.3,288.2,1.7
293.8,287.8,0.6
285.0,288.9,2.5
305.6,302.5,0.7
282.5,307.9,1.9
282.5,291.2,6.2
287.5,270.7,4.7
318.1,296.1,6.0
283.6,290.6,4.6
287.8,291.0,1.0
302.4,288.6,1.0
289.4,283.7,2.0
328.1,279.9,6.2
313.5,323.8,0.4
296.6,296.8,2.4
285.2,305.2,1.1
307.7,307.2,0.9
298.1,302.3,2.2
307.1,274.4,0.3
325.7,291.5,6.1
297.2,288.8,1.3
272.3,293.3,3.5
313.9,300.2,0.1
316.9,315.3,5.9
282.7,306.0,2.6
268.4,305.0,5.0
286.0,291.2,4.0
310.9,295.9,1.8
308.4,289.5,1.3
290.9,314.0,5.0
284.1,289.7,0.2
282.5,294.7,2.6
304.6,299.6,2.8
289.3,299.2,0.8
290.9,313.3,3.9
294.4,286.9,2.9
318.8,297.8,3.5
310.5,304.1,5.8
302.9,316.2,0.0
302.3,304.7,2.0
289.8,309.8,3.7
314.7,318.4,3.7
286.8,304.9,1.7
307.3,310.2,5.1
320.8,304.4,2.9
305.2,321.9,4.4
283.4,301.2,3.0
289.0,297.7,1.5
296.4,291.6,4.2
313.3,288.0,2.7
300.2,289.2,2.5
310.8,297.5,5.0
298.4,296.4,3.2
283.1,317.0,3.9
309.2,302.9,0.1
291.3,305.6,0.9
317.8,288.2,4.7
304.9,277.7,0.6
311.0,313.6,2.1
296.6,294.9,0.5
309.7,326.9,0.8
282.1,312.2,5.5
293.8,296.0,2.7
304.7,283.4,2.0
267.2,297.2,4.5
279.3,297.8,3.6
307.9,306.1,0.4
302.2,302.1,5.2
287.3,304.3,1.1
295.8,295.2,2.3
308.4,281.7,5.1
295.7,308.9,3.1
303.9,294.0,3.1
300.0,307.5,2.4
294.3,310.8,2.0
293.5,291.8,6.0
298.3,307.0,6.2
304.2,300.8,3.5
288.1,282.1,5.4
284.3,285.5,2.1
304.8,284.5,0.5
319.4,272.3,1.1
290.1,320.1,3.5
305.3,281.8,1.4
304.0,294.0,5.1
320.8,308.2,2.5
295.3,303.8,5.7
300.9,327.1,3.4
276.3,283.8,3.0
280.4,300.2,4.4
304.2,332.3,1.8
305.5,278.4,6.0
304.3,312.6,5.1
319.5,331.2,2.6
310.3,287.7,3.8
310.0,297.5,2.8
290.1,311.2,2.0
329.8,290.6,2.3
286.6,293.2,2.5
