591.3,395.3,4.4
609.8,369.2,4.5
581.6,409.4,5.7
578.2,403.4,4.6
592.0,411.0,4.8
602.3,394.5,6.0
599.5,397.9,2.8
586.4,397.0,3.7
601.8,391.5,1.2
596.8,390.8,3.7
614.5,426.3,5.5
591.8,394.6,0.9
624.5,409.4,3.6
623.1,406.9,2.4
581.6,413.0,1.8
605.0,397.8,6.1
566.6,378.2,4.1
598.2,389.4,2.6
605.1,392.5,4.8
601.7,376.7,3.1
586.4,396.4,2.4
579.3,383.7,3.8
591.1,396.3,2.0
598.2,376.1,0.7
601.4,396.5,5.3
607.6,392.3,2.7
589.9,400.7,5.3
595.3,392.4,5.6
590.9,399.6,2.4
598.3,389.4,2.9
617.0,393.5,2.2
620.5,413.2,2.0
591.6,402.5,3.1
613.6,405.8,2.0
581.6,396.2,0.9
591.5,400.4,1.1
589.9,397.0,0.9
600.8,403.4,2.4
599.0,376.9,0.6
599.2,409.3,0.8
587.4,404.8,0.9
604.5,402.4,3.3
600.1,392.2,1.5
618.4,389.0,2.7
569.8,402.8,1.0
597.9,405.7,5.9
623.2,398.1,6.1
598.4,404.5,5.2
577.0,411.9,3.1
613.4,396.2,3.6
635.4,403.6,3.9
607.2,404.7,2.3
600.1,445.1,1.8
612.7,404.1,5.9
619.4,397.5,4.6
610.8,403.0,0.7
617.6,387.0,5.2
587.9,376.2,2.0
596.3,398.1,2.9
595.6,382.2,2.6
603.0,389.3,0.3
609.6,372.6,4.2
615.5,384.6,3.4
621.9,401.5,1.2
595.8,405.4,0.7
601.8,408.9,3.0
626.8,405.5,5.9
564.3,376.7,2.2
578.8,414.0,3.0
598.1,402.5,4.3
568.5,398.4,6.3
612.5,405.3,2.6
601.1,385.6,2.2
610.6,390.5,2.3
593.3,394.4,5.8
604.0,399.1,3.9
610.8,394.7,5.4
577.6,393.4,0.2
574.0,394.6,4.7
597.6,407.7,1.3
597.0,401.1,5.6
592.3,399.6,0.6
564.2,411.0,1.6
586.6,384.8,1.1
593.6,392.4,3.7
592.8,399.4,5.2
585.3,407.1,2.3
593.7,389.9,1.5
571.0,404.6,1.8
599.8,400.6,5.0
585.4,403.6,3.0
583.0,407.6,5.1
596.3,398.2,5.7
627.8,402.5,0.9
618.1,374.1,3.7
606.2,407.1,3.4
583.0,418.9,4.2
599.7,399.6,0.6
613.8,399.2,5.2
611.7,397.4,6.0
598.4,409.1,5.7
610.7,374.8,5.4
591.2,405.3,5.2
595.7,409.4,5.0
610.5,405.6,5.5
621.2,402.5,1.5
605.4,393.3,4.8
615.0,392.9,1.1
597.2,387.3,0.7
609.6,395.2,5.9
590.9,387.3,1.4
602.4,397.7,4.9
609.8,397.0,1.1
598.0,395.4,1.9
587.4,409.2,5.6
591.9,401.8,3.4
606.1,399.3,3.2
608.7,399.7,4.2
604.3,397.0,0.4
610.5,438.0,0.8
597.2,385.4,2.9
592.9,406.7,5.7
606.2,399.2,5.5
593.1,389.6,4.4
617.4,411.3,3.3
610.2,400.1,2.6
593.7,393.3,0.7
607.1,401.2,2.5
589.6,396.2,4.9
602.6,405.0,5.6
596.9,405.4,4.1
596.9,402.8,0.7
579.8,387.3,6.2
579.7,392.0,0.4
617.3,400.0,1.9
595.4,402.9,0.8
595.5,411.3,2.4
583.1,395.0,5.4
587.2,393.1,5.4
582.2,400.0,2.1
608.1,435.3,5.1
593.5,381.4,5.0
586.4,396.6,4.1
565.5,402.9,5.7
591.5,397.1,5.9
592.1,377.3,6.2
573.8,388.3,2.3
614.7,405.0,5.3
617.0,431.3,1.2
583.3,403.5,0.1
590.9,407.5,2.1
604.7,387.6,4.5
584.7,390.0,2.8
600.0,403.3,4.2
575.9,416.8,5.2
593.4,397.1,4.1
585.5,393.9,5.4
574.4,388.3,3.6
612.0,406.8,3.0
601.7,381.6,0.3
573.9,399.3,2.4
583.4,406.5,5.7
589.9,410.9,4.2
602.3,399.2,0.7
620.0,402.0,4.1
615.2,407.9,3.0
597.2,412.0,5.2
592.5,412.4,2.5
587.9,404.8,3.6
613.3,391.5,5.7
610.3,380.9,1.7
591.3,386.3,2.3
593.9,378.0,1.1
604.6,403.2,3.5
584.1,406.8,3.3
599.8,397.0,1.9
572.4,403.7,2.0
583.5,418.0,4.1
598.6,406.6,3.8
608.3,383.0,0.6
589.0,373.2,1.4
583.2,411.5,4.1
562.3,383.7,5.0
590.3,395.0,4.9
603.9,405.3,2.2
626.2,398.2,5.5
583.7,425.0,2.5
574.7,387.3,3.8
599.5,391.7,1.1
619.4,435.5,5.4
627.0,391.5,6.2
591.3,377.4,4.2
621.5,398.8,0.8
603.9,386.4,0.2
591.1,400.5,2.3
599.8,398.0,0.9
566.7,421.1,1.2
601.2,403.8,4.2
604.8,395.8,3.9
630.1,403.7,3.9
